"species","date","day.total","total.obs.mins","time.of.obs","principle.observer","wind.dir.speed","visibility"
"ABDU",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"AMCR",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"ATSP",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"BAEA",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"BAOR",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"BLGU",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"BLKI",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"BLSC",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"BOGU",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"BOWA",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"BUFF",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"CATE",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"COEI",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"COGO",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"COGR",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"COLO",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"Calidris sp.",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"DCCO",2014-08-14,1,120,"6:30-8:30","Keith","ENE 20-30",NA
"GBHE",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"GRCO",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"HADU",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"LAGU",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"LESC",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"LTDU",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"MERL",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"NOGA",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"NOPI",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"PAJA",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"PEFA",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"PISI",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"RBGU",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"RBME",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"RNGR",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"RTLO",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"RUTU",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"SNBU",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"SSHA",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"SUSC",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"SWSP",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"Scoter sp.",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"UNID",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"WHIM",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"WWSC",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"YBCH",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"YRWA",2014-08-14,0,120,"6:30-8:30","Keith","ENE 20-30",NA
"ABDU",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"AMCR",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"ATSP",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"BAEA",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"BAOR",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"BLGU",2014-08-18,4,120,"6:30-8:30","Keith","Var 1-10",NA
"BLKI",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"BLSC",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"BOGU",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"BOWA",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"BUFF",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"CATE",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"COEI",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"COGO",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"COGR",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"COLO",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"Calidris sp.",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"DCCO",2014-08-18,78,120,"6:30-8:30","Keith","Var 1-10",NA
"GBHE",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"GRCO",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"HADU",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"LAGU",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"LESC",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"LTDU",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"MERL",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"NOGA",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"NOPI",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"PAJA",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"PEFA",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"PISI",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"RBGU",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"RBME",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"RNGR",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"RTLO",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"RUTU",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"SNBU",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"SSHA",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"SUSC",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"SWSP",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"Scoter sp.",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"UNID",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"WHIM",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"WWSC",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"YBCH",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"YRWA",2014-08-18,0,120,"6:30-8:30","Keith","Var 1-10",NA
"ABDU",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"AMCR",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"ATSP",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"BAEA",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"BAOR",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"BLGU",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"BLKI",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"BLSC",2014-08-21,39,120,"6:30-8:30","Keith","Var 1-3",NA
"BOGU",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"BOWA",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"BUFF",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"CATE",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"COEI",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"COGO",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"COGR",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"COLO",2014-08-21,2,120,"6:30-8:30","Keith","Var 1-3",NA
"Calidris sp.",2014-08-21,9,120,"6:30-8:30","Keith","Var 1-3",NA
"DCCO",2014-08-21,180,120,"6:30-8:30","Keith","Var 1-3",NA
"GBHE",2014-08-21,2,120,"6:30-8:30","Keith","Var 1-3",NA
"GRCO",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"HADU",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"LAGU",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"LESC",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"LTDU",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"MERL",2014-08-21,1,120,"6:30-8:30","Keith","Var 1-3",NA
"NOGA",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"NOPI",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"PAJA",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"PEFA",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"PISI",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"RBGU",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"RBME",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"RNGR",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"RTLO",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"RUTU",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"SNBU",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"SSHA",2014-08-21,1,120,"6:30-8:30","Keith","Var 1-3",NA
"SUSC",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"SWSP",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"Scoter sp.",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"UNID",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"WHIM",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"WWSC",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"YBCH",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"YRWA",2014-08-21,0,120,"6:30-8:30","Keith","Var 1-3",NA
"ABDU",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"AMCR",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"ATSP",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"BAEA",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"BAOR",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"BLGU",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"BLKI",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"BLSC",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"BOGU",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"BOWA",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"BUFF",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"CATE",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"COEI",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"COGO",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"COGR",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"COLO",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"Calidris sp.",2014-08-25,3,120,"6:30-8:30","Keith","Calm 1-3",NA
"DCCO",2014-08-25,42,120,"6:30-8:30","Keith","Calm 1-3",NA
"GBHE",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"GRCO",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"HADU",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"LAGU",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"LESC",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"LTDU",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"MERL",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"NOGA",2014-08-25,5,120,"6:30-8:30","Keith","Calm 1-3",NA
"NOPI",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"PAJA",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"PEFA",2014-08-25,1,120,"6:30-8:30","Keith","Calm 1-3",NA
"PISI",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"RBGU",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"RBME",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"RNGR",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"RTLO",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"RUTU",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"SNBU",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"SSHA",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"SUSC",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"SWSP",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"Scoter sp.",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"UNID",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"WHIM",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"WWSC",2014-08-25,1,120,"6:30-8:30","Keith","Calm 1-3",NA
"YBCH",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"YRWA",2014-08-25,0,120,"6:30-8:30","Keith","Calm 1-3",NA
"ABDU",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"AMCR",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"ATSP",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"BAEA",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"BAOR",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"BLGU",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"BLKI",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"BLSC",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"BOGU",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"BOWA",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"BUFF",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"CATE",2014-09-04,2,120,"6:40-8:40","Keith","N 1-3",NA
"COEI",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"COGO",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"COGR",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"COLO",2014-09-04,4,120,"6:40-8:40","Keith","N 1-3",NA
"Calidris sp.",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"DCCO",2014-09-04,69,120,"6:40-8:40","Keith","N 1-3",NA
"GBHE",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"GRCO",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"HADU",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"LAGU",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"LESC",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"LTDU",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"MERL",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"NOGA",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"NOPI",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"PAJA",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"PEFA",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"PISI",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"RBGU",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"RBME",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"RNGR",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"RTLO",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"RUTU",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"SNBU",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"SSHA",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"SUSC",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"SWSP",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"Scoter sp.",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"UNID",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"WHIM",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"WWSC",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"YBCH",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"YRWA",2014-09-04,0,120,"6:40-8:40","Keith","N 1-3",NA
"ABDU",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"AMCR",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"ATSP",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"BAEA",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"BAOR",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"BLGU",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"BLKI",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"BLSC",2014-09-08,6,120,"6:30-8:30","Keith","No Wind",NA
"BOGU",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"BOWA",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"BUFF",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"CATE",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"COEI",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"COGO",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"COGR",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"COLO",2014-09-08,8,120,"6:30-8:30","Keith","No Wind",NA
"Calidris sp.",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"DCCO",2014-09-08,113,120,"6:30-8:30","Keith","No Wind",NA
"GBHE",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"GRCO",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"HADU",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"LAGU",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"LESC",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"LTDU",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"MERL",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"NOGA",2014-09-08,4,120,"6:30-8:30","Keith","No Wind",NA
"NOPI",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"PAJA",2014-09-08,1,120,"6:30-8:30","Keith","No Wind",NA
"PEFA",2014-09-08,1,120,"6:30-8:30","Keith","No Wind",NA
"PISI",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"RBGU",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"RBME",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"RNGR",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"RTLO",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"RUTU",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"SNBU",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"SSHA",2014-09-08,2,120,"6:30-8:30","Keith","No Wind",NA
"SUSC",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"SWSP",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"Scoter sp.",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"UNID",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"WHIM",2014-09-08,4,120,"6:30-8:30","Keith","No Wind",NA
"WWSC",2014-09-08,2,120,"6:30-8:30","Keith","No Wind",NA
"YBCH",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"YRWA",2014-09-08,0,120,"6:30-8:30","Keith","No Wind",NA
"ABDU",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"AMCR",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"ATSP",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"BAEA",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"BAOR",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"BLGU",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"BLKI",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"BLSC",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"BOGU",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"BOWA",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"BUFF",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"CATE",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"COEI",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"COGO",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"COGR",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"COLO",2014-09-12,2,120,"6:35-8:35","Keith","Var 1-3",NA
"Calidris sp.",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"DCCO",2014-09-12,10,120,"6:35-8:35","Keith","Var 1-3",NA
"GBHE",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"GRCO",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"HADU",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
"LAGU",2014-09-12,0,120,"6:35-8:35","Keith","Var 1-3",NA
